LIGA,CONFRONTO_CASA,CONFRONTO_FORA,PLACAR_CASA,PLACAR_FORA,RESULTADO
BRASIL - SÉRIE A,CORINTHIANS,CHAPECOENSE,1,1,EMPATE
BRASIL - SÉRIE A,VITÓRIA,PALMEIRAS,1,2,FORA
BRASIL - SÉRIE A,FLUMINENSE,INTERNACIONAL,1,1,EMPATE
BRASIL - SÉRIE A,SÃO PAULO,SANTA CRUZ FC,5,0,CASA
BRASIL - SÉRIE A,SANTOS,AMÉRICA MINEIRO,1,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,CORINTHIANS,3,2,CASA
BRASIL - SÉRIE A,GRÊMIO,BOTAFOGO,0,1,FORA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,FLAMENGO,0,0,EMPATE
BRASIL - SÉRIE A,PONTE PRETA,CORITIBA,2,0,CASA
BRASIL - SÉRIE A,SPORT RECIFE,FIGUEIRENSE,2,0,CASA
BRASIL - SÉRIE A,CORITIBA,VITÓRIA,0,1,FORA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,SÃO PAULO,1,2,FORA
BRASIL - SÉRIE A,FLAMENGO,SANTOS,2,0,CASA
BRASIL - SÉRIE A,PALMEIRAS,CHAPECOENSE,1,0,CASA
BRASIL - SÉRIE A,INTERNACIONAL,CRUZEIRO,1,0,CASA
BRASIL - SÉRIE A,FIGUEIRENSE,FLUMINENSE,1,0,CASA
BRASIL - SÉRIE A,SANTA CRUZ FC,GRÊMIO,5,1,CASA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,SPORT RECIFE,2,2,EMPATE
BRASIL - SÉRIE A,BOTAFOGO,PONTE PRETA,1,1,EMPATE
BRASIL - SÉRIE A,CORINTHIANS,ATLÉTICO PARANAENSE,0,0,EMPATE
BRASIL - SÉRIE A,CORINTHIANS,INTERNACIONAL,1,0,CASA
BRASIL - SÉRIE A,VITÓRIA,FIGUEIRENSE,4,0,CASA
BRASIL - SÉRIE A,PALMEIRAS,BOTAFOGO,1,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,SANTOS,2,2,EMPATE
BRASIL - SÉRIE A,GRÊMIO,AMÉRICA MINEIRO,3,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,SPORT RECIFE,2,0,CASA
BRASIL - SÉRIE A,PONTE PRETA,FLUMINENSE,1,0,CASA
BRASIL - SÉRIE A,FLAMENGO,CORITIBA,2,2,EMPATE
BRASIL - SÉRIE A,CHAPECOENSE,SÃO PAULO,2,0,CASA
BRASIL - SÉRIE A,SANTA CRUZ FC,ATLÉTICO MINEIRO,3,3,EMPATE
BRASIL - SÉRIE A,SÃO PAULO,GRÊMIO,1,1,EMPATE
BRASIL - SÉRIE A,SANTOS,VITÓRIA,3,2,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,PALMEIRAS,1,1,EMPATE
BRASIL - SÉRIE A,INTERNACIONAL,PONTE PRETA,1,1,EMPATE
BRASIL - SÉRIE A,BOTAFOGO,CHAPECOENSE,0,2,FORA
BRASIL - SÉRIE A,CORITIBA,SANTA CRUZ FC,1,0,CASA
BRASIL - SÉRIE A,FIGUEIRENSE,CORINTHIANS,1,1,EMPATE
BRASIL - SÉRIE A,AMÉRICA MINEIRO,FLAMENGO,0,1,FORA
BRASIL - SÉRIE A,SPORT RECIFE,CRUZEIRO,0,1,FORA
BRASIL - SÉRIE A,FLUMINENSE,ATLÉTICO PARANAENSE,1,1,EMPATE
BRASIL - SÉRIE A,GRÊMIO,SPORT RECIFE,0,3,FORA
BRASIL - SÉRIE A,PONTE PRETA,SANTOS,1,2,FORA
BRASIL - SÉRIE A,PALMEIRAS,INTERNACIONAL,1,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,FLUMINENSE,4,2,CASA
BRASIL - SÉRIE A,SANTA CRUZ FC,AMÉRICA MINEIRO,1,0,CASA
BRASIL - SÉRIE A,VITÓRIA,ATLÉTICO PARANAENSE,3,2,CASA
BRASIL - SÉRIE A,CORITIBA,ATLÉTICO MINEIRO,2,0,CASA
BRASIL - SÉRIE A,CHAPECOENSE,FIGUEIRENSE,1,0,CASA
BRASIL - SÉRIE A,FLAMENGO,BOTAFOGO,0,0,EMPATE
BRASIL - SÉRIE A,SÃO PAULO,CORINTHIANS,4,0,CASA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,SÃO PAULO,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,FLAMENGO,2,2,EMPATE
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,CRUZEIRO,1,0,CASA
BRASIL - SÉRIE A,CORINTHIANS,CHAPECOENSE,1,1,EMPATE
BRASIL - SÉRIE A,BOTAFOGO,CORITIBA,0,0,EMPATE
BRASIL - SÉRIE A,INTERNACIONAL,SANTA CRUZ FC,1,1,EMPATE
BRASIL - SÉRIE A,SANTOS,PALMEIRAS,1,0,CASA
BRASIL - SÉRIE A,FIGUEIRENSE,GRÊMIO,0,0,EMPATE
BRASIL - SÉRIE A,FLUMINENSE,VITÓRIA,2,2,EMPATE
BRASIL - SÉRIE A,SPORT RECIFE,PONTE PRETA,1,0,CASA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,ATLÉTICO PARANAENSE,1,0,CASA
BRASIL - SÉRIE A,VITÓRIA,CRUZEIRO,0,1,FORA
BRASIL - SÉRIE A,FLAMENGO,CORINTHIANS,2,2,EMPATE
BRASIL - SÉRIE A,PALMEIRAS,SPORT RECIFE,2,1,CASA
BRASIL - SÉRIE A,GRÊMIO,INTERNACIONAL,0,0,EMPATE
BRASIL - SÉRIE A,CORITIBA,FLUMINENSE,1,1,EMPATE
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,FIGUEIRENSE,3,0,CASA
BRASIL - SÉRIE A,CHAPECOENSE,SANTOS,0,1,FORA
BRASIL - SÉRIE A,SÃO PAULO,PONTE PRETA,2,0,CASA
BRASIL - SÉRIE A,SANTA CRUZ FC,BOTAFOGO,0,1,FORA
BRASIL - SÉRIE A,FLUMINENSE,SÃO PAULO,1,2,FORA
BRASIL - SÉRIE A,BOTAFOGO,ATLÉTICO MINEIRO,3,2,CASA
BRASIL - SÉRIE A,CRUZEIRO,CHAPECOENSE,0,0,EMPATE
BRASIL - SÉRIE A,INTERNACIONAL,FLAMENGO,2,1,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,CORITIBA,2,0,CASA
BRASIL - SÉRIE A,FIGUEIRENSE,PALMEIRAS,1,2,FORA
BRASIL - SÉRIE A,CORINTHIANS,AMÉRICA MINEIRO,2,0,CASA
BRASIL - SÉRIE A,PONTE PRETA,SANTA CRUZ FC,3,0,CASA
BRASIL - SÉRIE A,SANTOS,GRÊMIO,1,1,EMPATE
BRASIL - SÉRIE A,SPORT RECIFE,VITÓRIA,1,0,CASA
BRASIL - SÉRIE A,FLUMINENSE,FLAMENGO,1,2,FORA
BRASIL - SÉRIE A,SÃO PAULO,SANTOS,0,1,FORA
BRASIL - SÉRIE A,GRÊMIO,ATLÉTICO PARANAENSE,1,0,CASA
BRASIL - SÉRIE A,BOTAFOGO,INTERNACIONAL,1,0,CASA
BRASIL - SÉRIE A,SANTA CRUZ FC,CORINTHIANS,2,4,FORA
BRASIL - SÉRIE A,PALMEIRAS,CRUZEIRO,0,0,EMPATE
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,AMÉRICA MINEIRO,3,0,CASA
BRASIL - SÉRIE A,PONTE PRETA,VITÓRIA,2,0,CASA
BRASIL - SÉRIE A,CHAPECOENSE,SPORT RECIFE,3,0,CASA
BRASIL - SÉRIE A,CORITIBA,FIGUEIRENSE,0,0,EMPATE
BRASIL - SÉRIE A,CRUZEIRO,PONTE PRETA,2,0,CASA
BRASIL - SÉRIE A,FLAMENGO,SANTA CRUZ FC,3,0,CASA
BRASIL - SÉRIE A,FIGUEIRENSE,BOTAFOGO,0,1,FORA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,PALMEIRAS,0,2,FORA
BRASIL - SÉRIE A,CORINTHIANS,ATLÉTICO MINEIRO,0,0,EMPATE
BRASIL - SÉRIE A,SANTOS,FLUMINENSE,2,1,CASA
BRASIL - SÉRIE A,SPORT RECIFE,SÃO PAULO,1,1,EMPATE
BRASIL - SÉRIE A,INTERNACIONAL,CORITIBA,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,CHAPECOENSE,3,1,CASA
BRASIL - SÉRIE A,VITÓRIA,GRÊMIO,0,1,FORA
BRASIL - SÉRIE A,CORITIBA,AMÉRICA MINEIRO,3,0,CASA
BRASIL - SÉRIE A,SANTA CRUZ FC,PALMEIRAS,2,3,FORA
BRASIL - SÉRIE A,INTERNACIONAL,FIGUEIRENSE,1,0,CASA
BRASIL - SÉRIE A,FLUMINENSE,SPORT RECIFE,3,1,CASA
BRASIL - SÉRIE A,SÃO PAULO,FLAMENGO,0,0,EMPATE
BRASIL - SÉRIE A,CHAPECOENSE,VITÓRIA,1,4,FORA
BRASIL - SÉRIE A,SANTOS,ATLÉTICO PARANAENSE,2,0,CASA
BRASIL - SÉRIE A,PONTE PRETA,ATLÉTICO MINEIRO,1,2,FORA
BRASIL - SÉRIE A,BOTAFOGO,CORINTHIANS,2,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,GRÊMIO,1,0,CASA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,BOTAFOGO,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,PONTE PRETA,3,0,CASA
BRASIL - SÉRIE A,FIGUEIRENSE,SANTA CRUZ FC,3,1,CASA
BRASIL - SÉRIE A,VITÓRIA,SÃO PAULO,2,0,CASA
BRASIL - SÉRIE A,FLAMENGO,CRUZEIRO,2,1,CASA
BRASIL - SÉRIE A,CORINTHIANS,FLUMINENSE,0,1,FORA
BRASIL - SÉRIE A,GRÊMIO,CHAPECOENSE,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,INTERNACIONAL,3,1,CASA
BRASIL - SÉRIE A,PALMEIRAS,CORITIBA,2,1,CASA
BRASIL - SÉRIE A,SPORT RECIFE,SANTOS,1,0,CASA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,INTERNACIONAL,1,0,CASA
BRASIL - SÉRIE A,FLAMENGO,FIGUEIRENSE,2,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,ATLÉTICO MINEIRO,1,1,EMPATE
BRASIL - SÉRIE A,GRÊMIO,FLUMINENSE,0,1,FORA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,SÃO PAULO,1,0,CASA
BRASIL - SÉRIE A,CHAPECOENSE,PONTE PRETA,2,2,EMPATE
BRASIL - SÉRIE A,SPORT RECIFE,CORITIBA,0,1,FORA
BRASIL - SÉRIE A,SANTOS,SANTA CRUZ FC,3,2,CASA
BRASIL - SÉRIE A,VITÓRIA,BOTAFOGO,0,1,FORA
BRASIL - SÉRIE A,CORINTHIANS,PALMEIRAS,0,2,FORA
BRASIL - SÉRIE A,SÃO PAULO,CRUZEIRO,1,0,CASA
BRASIL - SÉRIE A,INTERNACIONAL,VITÓRIA,0,1,FORA
BRASIL - SÉRIE A,PONTE PRETA,GRÊMIO,3,0,CASA
BRASIL - SÉRIE A,SANTA CRUZ FC,ATLÉTICO PARANAENSE,1,0,CASA
BRASIL - SÉRIE A,PALMEIRAS,FLAMENGO,1,1,EMPATE
BRASIL - SÉRIE A,CORITIBA,CORINTHIANS,1,1,EMPATE
BRASIL - SÉRIE A,FLUMINENSE,CHAPECOENSE,1,2,FORA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,SPORT RECIFE,1,0,CASA
BRASIL - SÉRIE A,BOTAFOGO,SANTOS,0,1,FORA
BRASIL - SÉRIE A,FIGUEIRENSE,AMÉRICA MINEIRO,2,2,EMPATE
BRASIL - SÉRIE A,FLUMINENSE,ATLÉTICO MINEIRO,4,2,CASA
BRASIL - SÉRIE A,SÃO PAULO,FIGUEIRENSE,3,1,CASA
BRASIL - SÉRIE A,CHAPECOENSE,CORITIBA,1,0,CASA
BRASIL - SÉRIE A,SANTOS,CORINTHIANS,2,1,CASA
BRASIL - SÉRIE A,CRUZEIRO,BOTAFOGO,0,2,FORA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,INTERNACIONAL,2,1,CASA
BRASIL - SÉRIE A,SPORT RECIFE,SANTA CRUZ FC,5,3,CASA
BRASIL - SÉRIE A,GRÊMIO,PALMEIRAS,0,0,EMPATE
BRASIL - SÉRIE A,PONTE PRETA,AMÉRICA MINEIRO,1,1,EMPATE
BRASIL - SÉRIE A,VITÓRIA,FLAMENGO,1,2,FORA
BRASIL - SÉRIE A,INTERNACIONAL,SANTOS,2,1,CASA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,CRUZEIRO,0,2,FORA
BRASIL - SÉRIE A,FLAMENGO,PONTE PRETA,2,1,CASA
BRASIL - SÉRIE A,CORITIBA,GRÊMIO,4,0,CASA
BRASIL - SÉRIE A,PALMEIRAS,SÃO PAULO,2,1,CASA
BRASIL - SÉRIE A,CORINTHIANS,SPORT RECIFE,3,0,CASA
BRASIL - SÉRIE A,FIGUEIRENSE,ATLÉTICO PARANAENSE,1,0,CASA
BRASIL - SÉRIE A,BOTAFOGO,FLUMINENSE,1,0,CASA
BRASIL - SÉRIE A,SANTA CRUZ FC,CHAPECOENSE,2,2,EMPATE
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,VITÓRIA,2,1,CASA
BRASIL - SÉRIE A,BOTAFOGO,GRÊMIO,2,1,CASA
BRASIL - SÉRIE A,FLUMINENSE,FIGUEIRENSE,3,2,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,BOTAFOGO,1,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,SANTA CRUZ FC,2,0,CASA
BRASIL - SÉRIE A,SANTOS,FIGUEIRENSE,0,1,FORA
BRASIL - SÉRIE A,FLUMINENSE,PALMEIRAS,0,2,FORA
BRASIL - SÉRIE A,GRÊMIO,ATLÉTICO MINEIRO,1,1,EMPATE
BRASIL - SÉRIE A,SÃO PAULO,CORITIBA,0,0,EMPATE
BRASIL - SÉRIE A,CHAPECOENSE,FLAMENGO,1,3,FORA
BRASIL - SÉRIE A,VITÓRIA,AMÉRICA MINEIRO,2,1,CASA
BRASIL - SÉRIE A,SPORT RECIFE,INTERNACIONAL,1,1,EMPATE
BRASIL - SÉRIE A,PONTE PRETA,CORINTHIANS,2,0,CASA
BRASIL - SÉRIE A,CORINTHIANS,VITÓRIA,2,1,CASA
BRASIL - SÉRIE A,BOTAFOGO,SPORT RECIFE,3,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,ATLÉTICO PARANAENSE,1,0,CASA
BRASIL - SÉRIE A,FLAMENGO,GRÊMIO,2,1,CASA
BRASIL - SÉRIE A,INTERNACIONAL,SÃO PAULO,1,1,EMPATE
BRASIL - SÉRIE A,SANTA CRUZ FC,FLUMINENSE,0,1,FORA
BRASIL - SÉRIE A,PALMEIRAS,PONTE PRETA,2,2,EMPATE
BRASIL - SÉRIE A,CORITIBA,SANTOS,2,1,CASA
BRASIL - SÉRIE A,FIGUEIRENSE,CRUZEIRO,1,2,FORA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,CHAPECOENSE,1,2,FORA
BRASIL - SÉRIE A,CHAPECOENSE,INTERNACIONAL,1,0,CASA
BRASIL - SÉRIE A,FLUMINENSE,AMÉRICA MINEIRO,1,0,CASA
BRASIL - SÉRIE A,GRÊMIO,CORINTHIANS,3,0,CASA
BRASIL - SÉRIE A,SANTOS,ATLÉTICO MINEIRO,3,0,CASA
BRASIL - SÉRIE A,VITÓRIA,SANTA CRUZ FC,2,2,EMPATE
BRASIL - SÉRIE A,CRUZEIRO,CORITIBA,2,2,EMPATE
BRASIL - SÉRIE A,SÃO PAULO,BOTAFOGO,0,1,FORA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,PALMEIRAS,0,1,FORA
BRASIL - SÉRIE A,SPORT RECIFE,FLAMENGO,1,0,CASA
BRASIL - SÉRIE A,PONTE PRETA,FIGUEIRENSE,2,0,CASA
BRASIL - SÉRIE A,CORINTHIANS,CRUZEIRO,1,1,EMPATE
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,CHAPECOENSE,3,1,CASA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,SANTOS,1,0,CASA
BRASIL - SÉRIE A,CORITIBA,PONTE PRETA,3,1,CASA
BRASIL - SÉRIE A,PALMEIRAS,VITÓRIA,2,1,CASA
BRASIL - SÉRIE A,INTERNACIONAL,FLUMINENSE,2,2,EMPATE
BRASIL - SÉRIE A,SANTA CRUZ FC,SÃO PAULO,1,2,FORA
BRASIL - SÉRIE A,FIGUEIRENSE,SPORT RECIFE,1,1,EMPATE
BRASIL - SÉRIE A,FLAMENGO,ATLÉTICO PARANAENSE,1,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,INTERNACIONAL,4,2,CASA
BRASIL - SÉRIE A,CHAPECOENSE,PALMEIRAS,1,1,EMPATE
BRASIL - SÉRIE A,SANTOS,FLAMENGO,0,0,EMPATE
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,CORINTHIANS,2,0,CASA
BRASIL - SÉRIE A,PONTE PRETA,BOTAFOGO,2,0,CASA
BRASIL - SÉRIE A,SÃO PAULO,ATLÉTICO MINEIRO,1,2,FORA
BRASIL - SÉRIE A,GRÊMIO,SANTA CRUZ FC,0,0,EMPATE
BRASIL - SÉRIE A,SPORT RECIFE,AMÉRICA MINEIRO,1,1,EMPATE
BRASIL - SÉRIE A,VITÓRIA,CORITIBA,3,1,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,SANTA CRUZ FC,3,0,CASA
BRASIL - SÉRIE A,SÃO PAULO,CHAPECOENSE,2,2,EMPATE
BRASIL - SÉRIE A,FLUMINENSE,PONTE PRETA,3,0,CASA
BRASIL - SÉRIE A,INTERNACIONAL,CORINTHIANS,0,1,FORA
BRASIL - SÉRIE A,SANTOS,CRUZEIRO,2,0,CASA
BRASIL - SÉRIE A,CORITIBA,FLAMENGO,0,2,FORA
BRASIL - SÉRIE A,BOTAFOGO,PALMEIRAS,3,1,CASA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,GRÊMIO,0,0,EMPATE
BRASIL - SÉRIE A,SPORT RECIFE,ATLÉTICO PARANAENSE,2,0,CASA
BRASIL - SÉRIE A,FIGUEIRENSE,VITÓRIA,1,0,CASA
BRASIL - SÉRIE A,FLAMENGO,AMÉRICA MINEIRO,2,1,CASA
BRASIL - SÉRIE A,PONTE PRETA,INTERNACIONAL,2,2,EMPATE
BRASIL - SÉRIE A,PALMEIRAS,ATLÉTICO MINEIRO,0,1,FORA
BRASIL - SÉRIE A,GRÊMIO,SÃO PAULO,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,FLUMINENSE,1,0,CASA
BRASIL - SÉRIE A,CHAPECOENSE,BOTAFOGO,2,1,CASA
BRASIL - SÉRIE A,CRUZEIRO,SPORT RECIFE,1,2,FORA
BRASIL - SÉRIE A,VITÓRIA,SANTOS,2,3,FORA
BRASIL - SÉRIE A,CORINTHIANS,FIGUEIRENSE,1,1,EMPATE
BRASIL - SÉRIE A,SANTA CRUZ FC,CORITIBA,0,1,FORA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,CORITIBA,2,1,CASA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,SANTA CRUZ FC,0,3,FORA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,VITÓRIA,1,1,EMPATE
BRASIL - SÉRIE A,FIGUEIRENSE,CHAPECOENSE,1,1,EMPATE
BRASIL - SÉRIE A,INTERNACIONAL,PALMEIRAS,0,1,FORA
BRASIL - SÉRIE A,FLUMINENSE,CRUZEIRO,2,0,CASA
BRASIL - SÉRIE A,CORINTHIANS,SÃO PAULO,1,1,EMPATE
BRASIL - SÉRIE A,SPORT RECIFE,GRÊMIO,4,2,CASA
BRASIL - SÉRIE A,BOTAFOGO,FLAMENGO,3,3,EMPATE
BRASIL - SÉRIE A,SANTOS,PONTE PRETA,3,1,CASA
BRASIL - SÉRIE A,PALMEIRAS,SANTOS,1,1,EMPATE
BRASIL - SÉRIE A,CRUZEIRO,ATLÉTICO PARANAENSE,0,3,FORA
BRASIL - SÉRIE A,PONTE PRETA,SPORT RECIFE,2,1,CASA
BRASIL - SÉRIE A,FLAMENGO,ATLÉTICO MINEIRO,2,0,CASA
BRASIL - SÉRIE A,GRÊMIO,FIGUEIRENSE,2,1,CASA
BRASIL - SÉRIE A,SÃO PAULO,AMÉRICA MINEIRO,3,0,CASA
BRASIL - SÉRIE A,SANTA CRUZ FC,INTERNACIONAL,1,0,CASA
BRASIL - SÉRIE A,VITÓRIA,FLUMINENSE,0,0,EMPATE
BRASIL - SÉRIE A,CORITIBA,BOTAFOGO,0,0,EMPATE
BRASIL - SÉRIE A,CHAPECOENSE,CORINTHIANS,0,2,FORA
BRASIL - SÉRIE A,SPORT RECIFE,PALMEIRAS,1,3,FORA
BRASIL - SÉRIE A,CRUZEIRO,VITÓRIA,2,2,EMPATE
BRASIL - SÉRIE A,INTERNACIONAL,GRÊMIO,0,1,FORA
BRASIL - SÉRIE A,PONTE PRETA,SÃO PAULO,1,0,CASA
BRASIL - SÉRIE A,BOTAFOGO,SANTA CRUZ FC,2,1,CASA
BRASIL - SÉRIE A,CORINTHIANS,FLAMENGO,4,0,CASA
BRASIL - SÉRIE A,SANTOS,CHAPECOENSE,3,0,CASA
BRASIL - SÉRIE A,FIGUEIRENSE,ATLÉTICO MINEIRO,1,1,EMPATE
BRASIL - SÉRIE A,FLUMINENSE,CORITIBA,0,0,EMPATE
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,AMÉRICA MINEIRO,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,BOTAFOGO,5,3,CASA
BRASIL - SÉRIE A,CORITIBA,ATLÉTICO PARANAENSE,1,0,CASA
BRASIL - SÉRIE A,CHAPECOENSE,CRUZEIRO,3,2,CASA
BRASIL - SÉRIE A,SÃO PAULO,FLUMINENSE,2,1,CASA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,CORINTHIANS,0,2,FORA
BRASIL - SÉRIE A,SANTA CRUZ FC,PONTE PRETA,0,3,FORA
BRASIL - SÉRIE A,PALMEIRAS,FIGUEIRENSE,4,0,CASA
BRASIL - SÉRIE A,FLAMENGO,INTERNACIONAL,1,0,CASA
BRASIL - SÉRIE A,VITÓRIA,SPORT RECIFE,3,2,CASA
BRASIL - SÉRIE A,GRÊMIO,SANTOS,3,2,CASA
BRASIL - SÉRIE A,CORINTHIANS,SANTA CRUZ FC,2,1,CASA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,ATLÉTICO MINEIRO,0,1,FORA
BRASIL - SÉRIE A,FLAMENGO,FLUMINENSE,1,2,FORA
BRASIL - SÉRIE A,VITÓRIA,PONTE PRETA,1,1,EMPATE
BRASIL - SÉRIE A,SANTOS,SÃO PAULO,3,0,CASA
BRASIL - SÉRIE A,INTERNACIONAL,BOTAFOGO,2,3,FORA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,GRÊMIO,2,0,CASA
BRASIL - SÉRIE A,SPORT RECIFE,CHAPECOENSE,5,1,CASA
BRASIL - SÉRIE A,FIGUEIRENSE,CORITIBA,0,0,EMPATE
BRASIL - SÉRIE A,CRUZEIRO,PALMEIRAS,2,1,CASA
BRASIL - SÉRIE A,SÃO PAULO,SPORT RECIFE,0,0,EMPATE
BRASIL - SÉRIE A,CORITIBA,INTERNACIONAL,1,1,EMPATE
BRASIL - SÉRIE A,BOTAFOGO,FIGUEIRENSE,0,0,EMPATE
BRASIL - SÉRIE A,SANTA CRUZ FC,FLAMENGO,0,1,FORA
BRASIL - SÉRIE A,FLUMINENSE,SANTOS,2,4,FORA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,CORINTHIANS,2,1,CASA
BRASIL - SÉRIE A,GRÊMIO,VITÓRIA,1,2,FORA
BRASIL - SÉRIE A,PALMEIRAS,AMÉRICA MINEIRO,2,0,CASA
BRASIL - SÉRIE A,CHAPECOENSE,ATLÉTICO PARANAENSE,0,0,EMPATE
BRASIL - SÉRIE A,PONTE PRETA,CRUZEIRO,0,4,FORA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,CORITIBA,2,1,CASA
BRASIL - SÉRIE A,VITÓRIA,CHAPECOENSE,1,2,FORA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,PONTE PRETA,3,0,CASA
BRASIL - SÉRIE A,CORINTHIANS,BOTAFOGO,3,1,CASA
BRASIL - SÉRIE A,FLAMENGO,SÃO PAULO,2,2,EMPATE
BRASIL - SÉRIE A,FIGUEIRENSE,INTERNACIONAL,3,2,CASA
BRASIL - SÉRIE A,SPORT RECIFE,FLUMINENSE,2,1,CASA
BRASIL - SÉRIE A,GRÊMIO,CRUZEIRO,2,0,CASA
BRASIL - SÉRIE A,PALMEIRAS,SANTA CRUZ FC,3,1,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,SANTOS,1,0,CASA
BRASIL - SÉRIE A,BOTAFOGO,AMÉRICA MINEIRO,3,1,CASA
BRASIL - SÉRIE A,SANTA CRUZ FC,FIGUEIRENSE,1,0,CASA
BRASIL - SÉRIE A,SANTOS,SPORT RECIFE,2,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,FLAMENGO,0,1,FORA
BRASIL - SÉRIE A,CORITIBA,PALMEIRAS,2,2,EMPATE
BRASIL - SÉRIE A,INTERNACIONAL,ATLÉTICO MINEIRO,2,0,CASA
BRASIL - SÉRIE A,FLUMINENSE,CORINTHIANS,1,0,CASA
BRASIL - SÉRIE A,CHAPECOENSE,GRÊMIO,3,3,EMPATE
BRASIL - SÉRIE A,SÃO PAULO,VITÓRIA,2,0,CASA
BRASIL - SÉRIE A,PONTE PRETA,ATLÉTICO PARANAENSE,3,2,CASA
BRASIL - SÉRIE A,SÃO PAULO,ATLÉTICO PARANAENSE,1,2,FORA
BRASIL - SÉRIE A,CORITIBA,SPORT RECIFE,3,2,CASA
BRASIL - SÉRIE A,BOTAFOGO,VITÓRIA,1,1,EMPATE
BRASIL - SÉRIE A,PALMEIRAS,CORINTHIANS,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,CRUZEIRO,2,3,FORA
BRASIL - SÉRIE A,FIGUEIRENSE,FLAMENGO,1,0,CASA
BRASIL - SÉRIE A,SANTA CRUZ FC,SANTOS,0,2,FORA
BRASIL - SÉRIE A,PONTE PRETA,CHAPECOENSE,2,1,CASA
BRASIL - SÉRIE A,INTERNACIONAL,AMÉRICA MINEIRO,3,1,CASA
BRASIL - SÉRIE A,FLUMINENSE,GRÊMIO,1,1,EMPATE
BRASIL - SÉRIE A,SANTOS,BOTAFOGO,3,0,CASA
BRASIL - SÉRIE A,AMÉRICA MINEIRO,FIGUEIRENSE,1,0,CASA
BRASIL - SÉRIE A,FLAMENGO,PALMEIRAS,1,2,FORA
BRASIL - SÉRIE A,GRÊMIO,PONTE PRETA,1,0,CASA
BRASIL - SÉRIE A,SPORT RECIFE,ATLÉTICO MINEIRO,4,4,EMPATE
BRASIL - SÉRIE A,VITÓRIA,INTERNACIONAL,1,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,SÃO PAULO,0,1,FORA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,SANTA CRUZ FC,1,0,CASA
BRASIL - SÉRIE A,CHAPECOENSE,FLUMINENSE,0,0,EMPATE
