"CONFRONTO_CASA","CONFRONTO_FORA","média_posse_casa","média_posse_fora","média_ataques_casa","média_ataques_fora","média_ataques_perigosos_casa","média_ataques_perigosos_fora","média_chutes_livres_casa","média_chutes_livres_fora","média_conjunto_de_peças_casa","média_conjunto_de_peças_fora","média_tiros_fora_do_alvo_casa","média_tiros_fora_do_alvo_fora","média_chaves_casa","média_chaves_fora","média_cantos_casa","média_cantos_fora","média_faltas_casa","média_faltas_fora"
Grêmio,Atlético GO,48,51,67,74,40,38,13,17,4,8,5,5,15,22,5,5,10,15
